"X.1","X","Group.1","Participant_ID","Frame","Seconds","F_Angry","F_Disgusted","F_Afraid","F_Happy","F_Sad","F_Surprised","F_Neutral","F_x1","F_x2","F_y1","F_y2","F_height","F_width","F_area","G_Ratio","G_Direction","G_WOR","G_x1","G_x2","G_y1","G_y2","G_height","G_width","G_area","S_Angry","S_Afraid","S_Happy","S_Sad","S_Neutral","Treatment","Group","newPR","MainFrame","L_Seconds","L_Time","L_Sector","L_angry","L_disgusted","L_afraid","L_happy","L_sad","L_surprised","L_neutral","C_Seconds","C_Time","C_Sector","C_angry","C_disgusted","C_afraid","C_happy","C_sad","C_surprised","C_neutral","R_Seconds","R_Time","R_Sector","R_angry","R_disgusted","R_afraid","R_happy","R_sad","R_surprised","R_neutral","S","ActualFrame","newTime","Treatment_Time","Task","PP_QC","EDA_QC","BR_QC","Chest_HR_QC","Wrist_HR_QC","BL_PP","BL_PP2","J_Angry","J_Disgusted","J_Afraid","J_Happy","J_Sad","J_Surprised","J_Neutral","F_DomEmo","F_DomEmoBinary","F_SumEmo","F_SumEmoBinary","L_DomEmo","L_DomEmoBinary","L_SumEmo","L_SumEmoBinary","C_DomEmo","C_DomEmoBinary","C_SumEmo","C_SumEmoBinary","R_DomEmo","R_DomEmoBinary","R_SumEmo","R_SumEmoBinary","J_DomEmo","J_DomEmoBinary","J_SumEmo","J_SumEmoBinary","F_SumCheck","L_SumCheck","C_SumCheck","R_SumCheck","J_SumCheck","LengthPR","Age","Gender","Nationality","Other_Nationality","Native_Language","Other_Native_Language","Writing_Proficiency","BFI_Agreeableness","BFI_Conscientiousness","BFI_Extraversion","BFI_Neuroticism","BFI_Openness","ERQ_Cognitive_Reappraisal","ERQ_Expressive_Suppression","Percieved_Stress_Scale","NASA_Mental_Demand","NASA_Physical_Demand","NASA_Temporal_Demand","NASA_Performance","NASA_Effort","NASA_Frustration","Word_Count","Character_Count","Criterion_Score","Grammar_Errors.WC","Usage_Errors.WC","Style_Errors.WC","Mechanic_Errors.WC","CJ_Binary","F_DomEmoB_N","F_DomEmoB_N_count","F_DomEmoB_E","F_DomEmoB_E_count","F_DomEmoB_N_percentage","F_DomEmoB_E_percentage","F_SumEmoB_N","F_SumEmoB_N_count","F_SumEmoB_E","F_SumEmoB_E_count","F_SumEmoB_N_percentage","F_SumEmoB_E_percentage","F_observation_count","F_observation_percentage","J_DomEmoB_N","J_DomEmoB_N_count","J_DomEmoB_E","J_DomEmoB_E_count","J_DomEmoB_N_percentage","J_DomEmoB_E_percentage","J_SumEmoB_N","J_SumEmoB_N_count","J_SumEmoB_E","J_SumEmoB_E_count","J_SumEmoB_N_percentage","J_SumEmoB_E_percentage","PJ_DEM_NN","PJ_DEM_NN_count","PJ_DEM_NN_percentage","PJ_DEM_EE","PJ_DEM_EE_count","PJ_DEM_EE_percentage","PJ_DEM_Lock","PJ_DEM_Lock_count","PJ_DEM_Lock_percentage","PJ_SEM_NN","PJ_SEM_NN_count","PJ_SEM_NN_percentage","PJ_SEM_EE","PJ_SEM_EE_count","PJ_SEM_EE_percentage","PJ_SEM_Lock","PJ_SEM_Lock_count","PJ_SEM_Lock_percentage","PJ_DEM_NE","PJ_DEM_NE_count","PJ_DEM_NE_percentage","PJ_DEM_EN","PJ_DEM_EN_count","PJ_DEM_EN_percentage","PJ_DEM_NoLock","PJ_DEM_NoLock_count","PJ_DEM_NoLock_percentage","PJ_SEM_NE","PJ_SEM_NE_count","PJ_SEM_NE_percentage","PJ_SEM_EN","PJ_SEM_EN_count","PJ_SEM_EN_percentage","PJ_SEM_NoLock","PJ_SEM_NoLock_count","PJ_SEM_NoLock_percentage","PCJ_DEM_NE","PCJ_DEM_NE_count","PCJ_DEM_NE_percentage","PCJ_DEM_EN","PCJ_DEM_EN_count","PCJ_DEM_EN_percentage","PCJ_DEM_NoLock","PCJ_DEM_NoLock_count","PCJ_DEM_NoLock_percentage","PCJ_SEM_NE","PCJ_SEM_NE_count","PCJ_SEM_NE_percentage","PCJ_SEM_EN","PCJ_SEM_EN_count","PCJ_SEM_EN_percentage","PCJ_SEM_NoLock","PCJ_SEM_NoLock_count","PCJ_SEM_NoLock_percentage"
251813,251813,4631,"T176",46314.5,4631,0.05380977,7.436056e-06,0.06758148,0.002047177,0.06701038,0.1942337,0.6153101,40.4,338.7,50.3,348.6,298.3,298.3,88992.7,1.042563,"CENTER",4.223395,36.6,336.2,70.4,369.2,298.8,299.6,89944.8,6.755062e-07,5.012952e-05,2.26446e-07,0.5241312,0.4758178,"PR","BL",1,7229.5,240.9833,"0:04:01.5",1,0.2415042,0.0007743071,0.05598049,2.412255e-05,0.6165688,1.565376e-06,0.08514659,241.1302,"0:04:01.5",2,0.2791356,0.0006222301,0.0785573,1.336625e-05,0.3876593,2.94955e-05,0.2539827,240.9833,"0:04:01.5",3,0.00508123,5.617621e-09,0.08548612,0.0004481676,0.3637538,9.89505e-06,0.5452208,157.65,7229.5,"2018-07-17 17:28:56",112.5,NA,0.00635539,0.1401034,11,100.5,91.65,0.005987638,0.005995093,0.1752403,0.0004655143,0.0733413,0.0001618855,0.4559939,1.365198e-05,0.2947834,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251814,251814,4632,"T176",46324.5,4632,0.01627963,8.604548e-06,0.07949989,0.01335455,0.05901346,0.01065463,0.8211893,38.5,334.7,58.4,354.6,296.2,296.2,87752.6,1.201165,"CLOSED",5.198759,62.1,325.3,103.3,366.4,263.1,263.2,69486.6,0.0002585553,0.5737567,0.01893927,0.1618675,0.245178,"PR","BL",1,7259.5,241.9079,"0:04:02.5",1,0.02284049,0.005809182,0.1463704,0.02366433,0.5901084,2.630095e-05,0.2111809,241.9833,"0:04:02.5",2,0.005676324,6.21471e-11,0.0004654642,3.15097e-07,0.07441037,2.578154e-08,0.9194475,241.9833,"0:04:02.5",3,0.001775135,1.23374e-09,0.127172,0.0008526653,0.2420474,3.47603e-06,0.6281493,158.65,7259.5,"2018-07-17 17:28:57",113.5,NA,0.006342836,0.139623,11,98.5,92.175,0.005987638,0.005995093,0.01009731,0.001936394,0.09133595,0.008172438,0.3021887,9.934252e-06,0.5862593,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251815,251815,4633,"T176",46334.5,4633,0.02089812,1.209945e-05,0.08298078,0.01265007,0.05240525,0.0198019,0.8112518,40.7,342.5,58.9,360.7,301.8,301.8,91103.8,NA,"CLOSED",4.131686,67.9,331.1,106.7,369.9,263.2,263.2,69517.6,2.276285e-10,5.003824e-06,4.528962e-13,0.887379,0.112616,"PR","BL",1,7289.5,242.9833,"0:04:03.5",1,0.00791068,3.107285e-07,0.5025288,0.02698346,0.2904633,1.869937e-05,0.1720948,242.9833,"0:04:03.5",2,0.005995704,5.108487e-13,0.000514424,1.776559e-07,0.09652926,1.682282e-08,0.8969604,242.9833,"0:04:03.5",3,0.03836196,1.472181e-07,0.02624388,0.0003858413,0.2807139,0.0001310925,0.6541632,159.65,7289.5,"2018-07-17 17:28:58",114.5,NA,0.006331828,0.1397831,11,100.5,92.715,0.005987638,0.005995093,0.01742278,1.526491e-07,0.176429,0.009123159,0.2225688,4.993622e-05,0.5744061,"Neutral",0,"Neutral",0,"Afraid",1,"Emotion",1,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251816,251816,4634,"T176",46344.5,4634,0.01790883,1.146537e-06,0.006762699,0.003524322,0.09276389,0.0007259164,0.8783132,35.7,339,60.4,363.7,303.3,303.3,92066.7,0,"CLOSED",5.932632,45.7,319.3,104.1,377.7,273.6,273.6,75424.8,0.906337,0.0006482916,0.05333552,0.03026699,0.009412191,"PR","BL",1,7319.5,243.9833,"0:04:04.5",1,0.0002793981,1.168213e-09,0.2001222,0.08469097,0.1997326,8.486356e-06,0.5151664,243.9833,"0:04:04.5",2,0.004695679,5.644713e-13,0.0008900607,3.685071e-07,0.07933995,1.73158e-08,0.9150739,243.9833,"0:04:04.5",3,0.387749,1.053985e-07,0.01516483,0.0001090514,0.2018865,0.0004457638,0.3946448,160.65,7319.5,"2018-07-17 17:28:59",115.5,NA,0.00632234,0.1405838,10.5,102,93.25,0.005987638,0.005995093,0.130908,3.552241e-08,0.07205903,0.0282668,0.1603197,0.0001514225,0.608295,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Emotion",1,"Neutral",0,"Neutral",0,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251817,251817,4635,"T176",46354.5,4635,0.02204095,4.479442e-06,0.02212254,0.002214981,0.1624779,0.0002039926,0.7909351,36.9,341.4,66.2,370.7,304.5,304.5,92776.1,0,"CLOSED",6.774464,53.1,341.8,100.2,389.4,289.2,288.7,84130.6,0.0001448351,0.01781518,6.566554e-05,0.131229,0.8507453,"PR","BL",1,7349.5,244.9833,"0:04:05.5",1,0.0001000461,1.410881e-09,0.04637142,0.01153334,0.01046911,8.755893e-06,0.9315173,244.9833,"0:04:05.5",2,0.008256221,6.488945e-12,0.001927798,8.304837e-07,0.1096849,8.940208e-08,0.8801302,244.9786,"0:04:05.5",3,0.1643833,6.362738e-06,0.03321537,0.0009076972,0.7661945,0.0001527295,0.03514,161.65,7349.5,"2018-07-17 17:29:00",116.5,NA,0.006314324,0.1418648,10,101,93.81,0.005987638,0.005995093,0.05757986,2.121385e-06,0.02717153,0.004147289,0.2954495,5.385825e-05,0.6155958,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251818,251818,4636,"T176",46364.5,4636,0.04203337,4.963109e-05,0.07527237,0.03049358,0.1031533,0.01713879,0.7318589,43.9,345.7,53.8,355.6,301.8,301.8,91121.2,NA,"CLOSED",5.954711,71.8,350.2,99.9,378.7,278.8,278.4,78254.4,9.455813e-07,2.403445e-05,1.251319e-09,0.9979282,0.002046856,"PR","BL",1,7379.5,245.9605,NA,1,0.009709174,7.164766e-08,0.1208159,0.05742045,0.1209364,1.07421e-06,0.6911169,245.9833,"0:04:06.5",2,0.004462758,2.317684e-13,0.0002858966,5.067451e-08,0.06215111,1.905788e-09,0.9331002,245.9833,"0:04:06.5",3,0.001618714,2.992987e-06,0.07231164,0.001914197,0.8110705,0.0001176691,0.1129642,162.65,7379.5,"2018-07-17 17:29:01",117.5,NA,0.006307869,0.1425052,10,99.5,94.185,0.005987638,0.005995093,0.005263548,1.021545e-06,0.06447115,0.01977823,0.331386,3.958175e-05,0.5790605,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251819,251819,4637,"T176",46374.5,4637,0.01824142,3.124076e-05,0.06242588,0.1901646,0.02234482,0.1037623,0.6030297,42.2,340.2,52.3,350.3,298,298,88823.2,0,"RIGHT",4.475492,71.9,340.2,96.2,364.5,268.3,268.3,72409.2,0.07206988,0.5905239,0.2877857,0.001792652,0.04782779,"PR","BL",1,7409.5,247.0143,"0:04:07.5",1,0.01139047,6.868145e-06,0.1714839,0.38529,0.08879877,3.848944e-06,0.3430261,246.9833,"0:04:07.5",2,0.008582707,6.261847e-12,0.0007898881,1.098688e-06,0.07652497,8.343242e-08,0.9141013,246.9833,"0:04:07.5",3,0.001535321,8.844722e-07,0.2947939,0.0008335702,0.4587295,0.00119046,0.2429164,163.65,7409.5,"2018-07-17 17:29:02",118.5,NA,0.006302779,0.1453875,10,98.5,94.395,0.005987638,0.005995093,0.0071695,2.584208e-06,0.1556892,0.1287082,0.2080177,0.0003981309,0.5000146,"Neutral",0,"Neutral",0,"Happy",1,"Emotion",1,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251820,251820,4638,"T176",46384.5,4638,0.02474077,5.649943e-06,0.0288532,0.008690519,0.1208456,0.001476495,0.8153878,46,352.2,62.6,368.8,306.2,306.2,93773,0,"CLOSED",6.904413,61,370,95,405,310,309,95790,3.283126e-10,2.930078e-07,3.593557e-15,0.9996889,0.0003108452,"PR","BL",1,7439.5,247.9833,"0:04:08.5",1,0.02026421,1.634939e-05,0.5995591,0.00619347,0.1867489,1.681951e-06,0.1872163,247.9833,"0:04:08.5",2,0.02704369,4.990021e-09,0.004551131,9.666665e-07,0.1444085,1.059482e-07,0.8239956,247.9833,"0:04:08.5",3,0.0001726574,3.493869e-09,0.01054546,2.38371e-06,0.9888288,3.162296e-07,0.0004504108,164.65,7439.5,"2018-07-17 17:29:03",119.5,NA,0.006298518,0.1465084,10,99,94.65,0.005987638,0.005995093,0.01582685,5.452625e-06,0.2048852,0.002065607,0.4399954,7.013762e-07,0.3372208,"Neutral",0,"Neutral",0,"Afraid",1,"Emotion",1,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Sad",1,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251821,251821,4639,"T176",46394.5,4639,0.01975222,4.158035e-06,0.01781594,0.00658998,0.1275812,0.001321245,0.8269353,43.5,354.6,66.6,377.7,311.1,311.1,96801.7,NA,"CLOSED",6.776321,61,370,95,405,310,309,95790,2.417996e-05,0.0007432864,6.3228e-07,0.9976604,0.001571505,"PR","BL",1,7469.5,248.9571,"0:04:09.5",1,0.02311469,0.0001110988,0.7024528,0.0002235046,0.2366131,4.647861e-07,0.03748438,248.9833,"0:04:09.5",2,0.04040304,2.8217e-08,0.01821501,5.925848e-05,0.3284085,8.753425e-06,0.6129054,248.9833,"0:04:09.5",3,0.0004342425,1.171748e-08,0.09015376,6.848153e-06,0.9062633,6.102503e-06,0.003135686,165.65,7469.5,"2018-07-17 17:29:04",120.5,NA,0.006294898,0.143466,10,99.5,94.93,0.005987638,0.005995093,0.02131732,3.704624e-05,0.2702739,9.653708e-05,0.4904283,5.106905e-06,0.2178418,"Neutral",0,"Neutral",0,"Afraid",1,"Emotion",1,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Sad",1,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251822,251822,4640,"T176",46404.5,4640,0.01222104,7.173391e-06,0.01836145,0.03502717,0.03730855,0.007009786,0.8900648,41.3,353.4,69.4,381.5,312.1,312.1,97448.5,NA,"CLOSED",5.204837,61,370,95,405,310,309,95790,0.000204486,0.4460823,0.005129197,0.5155637,0.03302032,"PR","BL",1,7499.5,250.0333,"0:04:10.5",1,0.06824212,0.002120844,0.5354775,0.007823243,0.3111798,1.703473e-06,0.07515475,249.9833,"0:04:10.5",2,0.02941787,1.518541e-08,0.01866501,1.72886e-05,0.6628347,2.406185e-06,0.2890627,249.9833,"0:04:10.5",3,0.0003432092,1.552426e-08,0.2445472,2.248743e-05,0.7442097,6.028386e-05,0.01081713,166.65,7499.5,"2018-07-17 17:29:05",121.5,NA,0.006291899,0.1457076,10,98.5,95.255,0.005987638,0.005995093,0.03266773,0.0007069583,0.2662299,0.002621006,0.5727414,2.14645e-05,0.1250115,"Neutral",0,"Neutral",0,"Afraid",1,"Emotion",1,"Sad",1,"Emotion",1,"Sad",1,"Emotion",1,"Sad",1,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251823,251823,4641,"T176",46414.5,4641,0.0150898,9.547927e-06,0.08573378,0.0040955,0.5197874,0.0001943736,0.3750896,22.5,336.8333,83.16667,397.5,314.3333,314.3333,98915.67,NA,"CLOSED",6.424585,1.4,331.8,121.4,437,315.6,330.4,104781.5,6.928517e-06,0.0146318,0.0002383113,0.9810673,0.004055675,"PR","BL",1,7529.5,250.9833,"0:04:11.5",1,0.04721917,0.004194661,0.6688918,0.02013106,0.1883988,1.204372e-06,0.07116335,250.9833,"0:04:11.5",2,0.01035037,3.708871e-12,0.001271519,4.705355e-07,0.1415733,1.072345e-07,0.8468043,250.9833,"0:04:11.5",3,0.001038858,4.261637e-06,0.7733744,6.644499e-05,0.2217123,0.0002384861,0.003565245,167.65,7529.5,"2018-07-17 17:29:06",122.5,NA,0.006289172,0.1524325,10,98.5,95.605,0.005987638,0.005995093,0.01953613,0.001399641,0.4811792,0.006732659,0.1838948,7.993257e-05,0.3071776,"Sad",1,"Emotion",1,"Afraid",1,"Emotion",1,"Neutral",0,"Neutral",0,"Afraid",1,"Emotion",1,"Afraid",1,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251824,251824,4642,"T176",46424.5,4642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLOSED",6.412413,-48.3,344,129.7,482.4,352.7,392.3,139248.1,0.1570867,0.06129878,2.641266e-05,0.001623997,0.7799641,"PR","BL",1,7559.5,251.9833,"0:04:12.5",1,0.1321656,0.03415615,0.668211,0.001461732,0.1424472,2.460052e-06,0.02155587,251.9833,"0:04:12.5",2,0.1004085,0.0001735574,0.05835553,4.42062e-05,0.3019346,1.111781e-05,0.5390725,251.9833,"0:04:12.5",3,0.002995811,8.727256e-05,0.9551179,0.0006644839,0.03571123,0.0008924014,0.004530893,168.65,7559.5,"2018-07-17 17:29:07",123.5,NA,0.006286187,0.1463479,10,99,95.965,0.005987638,0.005995093,0.0785233,0.01147233,0.5605615,0.0007234739,0.160031,0.0003019931,0.1883864,NA,NA,NA,NA,"Afraid",1,"Emotion",1,"Neutral",0,"Neutral",0,"Afraid",1,"Emotion",1,"Afraid",1,"Emotion",1,NA,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251825,251825,4643,"T176",46434.5,4643,0.031846,1.152842e-05,0.01125496,0.0007749461,0.2063836,1.977663e-05,0.7497092,21.57143,327.7143,68.71429,374.8571,306.1429,306.1429,93859.29,0.0383942,"RIGHT",6.638547,6,314,119.9,413.7,293.8,308,91255.6,1.213901e-09,0.0003514315,2.030441e-08,0.9996236,2.495351e-05,"PR","BL",1,7589.5,252.9833,"0:04:13.5",1,0.2043172,0.003449147,0.5500787,9.177309e-05,0.2286314,4.956594e-07,0.01343123,252.9833,"0:04:13.5",2,0.1341083,1.918239e-05,0.049574,2.763384e-05,0.2826287,1.060369e-05,0.5336316,252.9833,"0:04:13.5",3,0.005518423,4.64593e-05,0.8597596,0.0003662737,0.1304489,0.0007202985,0.003140069,169.65,7589.5,"2018-07-17 17:29:08",124.5,NA,0.006283174,0.1364205,10,99,96.335,0.005987638,0.005995093,0.114648,0.001171596,0.4864708,0.0001618936,0.213903,0.0002437993,0.183401,"Neutral",0,"Neutral",0,"Afraid",1,"Emotion",1,"Neutral",0,"Neutral",0,"Afraid",1,"Emotion",1,"Afraid",1,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
