"X.1","X","Group.1","Participant_ID","Frame","Seconds","F_Angry","F_Disgusted","F_Afraid","F_Happy","F_Sad","F_Surprised","F_Neutral","F_x1","F_x2","F_y1","F_y2","F_height","F_width","F_area","G_Ratio","G_Direction","G_WOR","G_x1","G_x2","G_y1","G_y2","G_height","G_width","G_area","S_Angry","S_Afraid","S_Happy","S_Sad","S_Neutral","Treatment","Group","newPR","MainFrame","L_Seconds","L_Time","L_Sector","L_angry","L_disgusted","L_afraid","L_happy","L_sad","L_surprised","L_neutral","C_Seconds","C_Time","C_Sector","C_angry","C_disgusted","C_afraid","C_happy","C_sad","C_surprised","C_neutral","R_Seconds","R_Time","R_Sector","R_angry","R_disgusted","R_afraid","R_happy","R_sad","R_surprised","R_neutral","S","ActualFrame","newTime","Treatment_Time","Task","PP_QC","EDA_QC","BR_QC","Chest_HR_QC","Wrist_HR_QC","BL_PP","BL_PP2","J_Angry","J_Disgusted","J_Afraid","J_Happy","J_Sad","J_Surprised","J_Neutral","F_DomEmo","F_DomEmoBinary","F_SumEmo","F_SumEmoBinary","L_DomEmo","L_DomEmoBinary","L_SumEmo","L_SumEmoBinary","C_DomEmo","C_DomEmoBinary","C_SumEmo","C_SumEmoBinary","R_DomEmo","R_DomEmoBinary","R_SumEmo","R_SumEmoBinary","J_DomEmo","J_DomEmoBinary","J_SumEmo","J_SumEmoBinary","F_SumCheck","L_SumCheck","C_SumCheck","R_SumCheck","J_SumCheck","LengthPR","Age","Gender","Nationality","Other_Nationality","Native_Language","Other_Native_Language","Writing_Proficiency","BFI_Agreeableness","BFI_Conscientiousness","BFI_Extraversion","BFI_Neuroticism","BFI_Openness","ERQ_Cognitive_Reappraisal","ERQ_Expressive_Suppression","Percieved_Stress_Scale","NASA_Mental_Demand","NASA_Physical_Demand","NASA_Temporal_Demand","NASA_Performance","NASA_Effort","NASA_Frustration","Word_Count","Character_Count","Criterion_Score","Grammar_Errors.WC","Usage_Errors.WC","Style_Errors.WC","Mechanic_Errors.WC","CJ_Binary","F_DomEmoB_N","F_DomEmoB_N_count","F_DomEmoB_E","F_DomEmoB_E_count","F_DomEmoB_N_percentage","F_DomEmoB_E_percentage","F_SumEmoB_N","F_SumEmoB_N_count","F_SumEmoB_E","F_SumEmoB_E_count","F_SumEmoB_N_percentage","F_SumEmoB_E_percentage","F_observation_count","F_observation_percentage","J_DomEmoB_N","J_DomEmoB_N_count","J_DomEmoB_E","J_DomEmoB_E_count","J_DomEmoB_N_percentage","J_DomEmoB_E_percentage","J_SumEmoB_N","J_SumEmoB_N_count","J_SumEmoB_E","J_SumEmoB_E_count","J_SumEmoB_N_percentage","J_SumEmoB_E_percentage","PJ_DEM_NN","PJ_DEM_NN_count","PJ_DEM_NN_percentage","PJ_DEM_EE","PJ_DEM_EE_count","PJ_DEM_EE_percentage","PJ_DEM_Lock","PJ_DEM_Lock_count","PJ_DEM_Lock_percentage","PJ_SEM_NN","PJ_SEM_NN_count","PJ_SEM_NN_percentage","PJ_SEM_EE","PJ_SEM_EE_count","PJ_SEM_EE_percentage","PJ_SEM_Lock","PJ_SEM_Lock_count","PJ_SEM_Lock_percentage","PJ_DEM_NE","PJ_DEM_NE_count","PJ_DEM_NE_percentage","PJ_DEM_EN","PJ_DEM_EN_count","PJ_DEM_EN_percentage","PJ_DEM_NoLock","PJ_DEM_NoLock_count","PJ_DEM_NoLock_percentage","PJ_SEM_NE","PJ_SEM_NE_count","PJ_SEM_NE_percentage","PJ_SEM_EN","PJ_SEM_EN_count","PJ_SEM_EN_percentage","PJ_SEM_NoLock","PJ_SEM_NoLock_count","PJ_SEM_NoLock_percentage","PCJ_DEM_NE","PCJ_DEM_NE_count","PCJ_DEM_NE_percentage","PCJ_DEM_EN","PCJ_DEM_EN_count","PCJ_DEM_EN_percentage","PCJ_DEM_NoLock","PCJ_DEM_NoLock_count","PCJ_DEM_NoLock_percentage","PCJ_SEM_NE","PCJ_SEM_NE_count","PCJ_SEM_NE_percentage","PCJ_SEM_EN","PCJ_SEM_EN_count","PCJ_SEM_EN_percentage","PCJ_SEM_NoLock","PCJ_SEM_NoLock_count","PCJ_SEM_NoLock_percentage"
251758,251758,4576,"T176",45764.5,4576,0.02624087,1.771288e-05,0.01379725,0.006946797,0.1538575,0.0008303303,0.7983095,46.2,353.2,76,383,307,307,94284.2,21.29222,"CLOSED",7.850613,62.9,356.7,114.3,408.5,294.2,293.8,86991.4,0.01030803,0.00188736,0.0007132214,0.9645625,0.0225289,"PR","BL",1,5579.5,185.9833,"0:03:06.5",1,0.3207557,0.0001624463,0.005827007,5.51859e-06,0.3485918,1.807695e-06,0.3246558,185.9833,"0:03:06.5",2,0.005623633,8.310319e-12,0.0008134001,2.505281e-07,0.07370623,1.444635e-08,0.9198565,185.9227,"0:03:06.5",3,0.02389993,0.002552822,0.05709333,0.2424033,0.3380019,0.001900545,0.3341482,102.65,5579.5,"2018-07-17 17:28:01",57.5,NA,0.006811479,0.1361005,13,101,75.65,0.005987638,0.005995093,0.1167597,0.0009050895,0.02124458,0.08080302,0.2534333,0.0006341225,0.5262201,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251759,251759,4577,"T176",45774.5,4577,0.01486314,9.305626e-06,0.004817874,0.006718717,0.07300602,0.0008254875,0.8997595,49.7,368.4,72.3,391,318.7,318.7,101586.3,NA,"CLOSED",5.908862,61,370,116,425.4,309.4,309,95604.6,0.0002207401,0.5307758,6.274024e-06,0.3956481,0.07334912,"PR","BL",1,5609.5,186.995,"0:03:07.5",1,0.5655344,0.0004484186,0.006924488,3.739114e-05,0.3308464,1.33207e-08,0.09620882,186.9833,"0:03:07.5",2,0.005390104,6.223738e-11,0.001034084,1.136703e-06,0.07147422,1.63031e-07,0.9221003,186.9106,"0:03:07.5",3,0.04345059,0.0009350895,0.13308,0.005629335,0.5066539,0.001222384,0.3090287,103.65,5609.5,"2018-07-17 17:28:02",58.5,NA,0.006808449,0.1309765,13,101.5,75.58,0.005987638,0.005995093,0.2047917,0.0004611694,0.04701285,0.001889288,0.3029915,0.00040752,0.4424459,"Neutral",0,"Neutral",0,"Angry",1,"Emotion",1,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251760,251760,4578,"T176",45784.5,4578,0.03282652,0.000112,0.07129074,0.02104684,0.0903043,0.01801276,0.7664068,48.5,367,72.7,391.2,318.5,318.5,101685.1,NA,"CLOSED",5.683284,61.7,360.5,119.2,418.1,298.9,298.8,89728.5,0.001962887,0.002645315,4.670238e-07,0.8770111,0.1183803,"PR","BL",1,5639.5,187.9,NA,1,0.4377743,0.0006477486,0.005562804,6.137712e-06,0.5231422,8.721504e-10,0.03286672,187.9833,"0:03:08.5",2,0.01759198,3.292858e-10,0.001777853,1.973154e-06,0.1243188,1.577208e-07,0.8563092,187.9833,"0:03:08.5",3,0.00889184,9.143114e-06,0.7710136,0.003024263,0.1030816,0.0007951811,0.1131844,104.65,5639.5,"2018-07-17 17:28:03",59.5,NA,0.006804501,0.1300158,13,103,75.48,0.005987638,0.005995093,0.1547527,0.000218964,0.2594514,0.001010791,0.2501809,0.0002651132,0.3341201,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,"Afraid",1,"Emotion",1,"Neutral",0,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251761,251761,4579,"T176",45794.5,4579,0.03981116,1.017991e-05,0.03350084,0.02683924,0.005718662,0.7167936,0.1773263,57.8,341.5,31.5,315.2,283.7,283.7,80539.3,0,"CLOSED",3.158318,76.1,334.1,79,337,258,258,66564,6.666172e-09,1.088311e-05,1.949367e-10,0.9999367,5.237076e-05,"PR","BL",1,5669.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.9833,"0:03:09.5",2,0.01961531,9.103461e-09,0.0063894,2.73143e-06,0.1634421,6.633141e-07,0.8105498,188.9595,"0:03:09.5",3,0.1439224,0.0002636359,0.3376771,0.003842753,0.144938,0.0001738135,0.3691824,105.65,5669.5,"2018-07-17 17:28:04",60.5,NA,0.006799119,0.1266536,13,104.5,75.415,0.005987638,0.005995093,0.08176884,0.0001318225,0.1720332,0.001922742,0.15419,8.723839e-05,0.5898661,"Surprised",1,"Emotion",1,NA,NA,NA,NA,"Neutral",0,"Neutral",0,"Neutral",0,"Emotion",1,"Neutral",0,"Neutral",0,1,NA,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251762,251762,4580,"T176",45804.5,4580,0.1451482,0.0001133602,0.0593579,0.01205757,0.0796355,0.09728662,0.6064008,50.3,341.9,43.4,335,291.6,291.6,85042.4,NA,"CLOSED",4.973846,79,337,90.6,348.6,258,258,66564,1.780409e-05,0.1265464,0.01165793,0.8428531,0.01892478,"PR","BL",1,5699.5,190.2429,"0:03:10.5",1,0.02604777,1.842568e-05,0.01378607,3.416474e-05,0.4628773,1.110194e-07,0.4972361,189.9833,"0:03:10.5",2,0.03760724,2.861175e-06,0.1428692,1.14045e-05,0.4582046,5.67906e-06,0.361299,189.9833,"0:03:10.5",3,0.1402421,1.823023e-05,0.02864922,0.001047137,0.1761892,6.767342e-06,0.6538473,106.65,5699.5,"2018-07-17 17:28:05",61.5,NA,0.00679186,0.1284147,13,105.5,75.4,0.005987638,0.005995093,0.06796572,1.317236e-05,0.06176817,0.0003642353,0.365757,4.185807e-06,0.5041275,"Neutral",0,"Neutral",0,"Neutral",0,"Emotion",1,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251763,251763,4581,"T176",45814.5,4581,0.0306557,5.25669e-06,0.03610878,0.005157012,0.09382156,0.0008506728,0.833401,41.3,336.9,55.6,351.2,295.6,295.6,87385.4,1,"CLOSED",5.662857,68.4,336.8,98.6,366.8,268.2,268.4,72409.2,5.668394e-05,0.644775,0.001118134,0.2134806,0.1405696,"PR","BL",1,5729.5,190.7833,"0:03:11.5",1,0.02512605,5.062897e-07,0.002690073,5.016758e-06,0.5109203,9.706101e-10,0.4612581,190.9524,"0:03:11.5",2,0.05472545,4.080745e-05,0.3387338,0.0149562,0.5559483,0.0008435915,0.03475184,190.9833,"0:03:11.5",3,0.07025623,5.58575e-06,0.03279145,0.0006898524,0.2326415,1.106202e-05,0.6636043,107.65,5729.5,"2018-07-17 17:28:06",62.5,NA,0.00678266,0.1304961,13,106.5,75.39,0.005987638,0.005995093,0.05003591,1.563316e-05,0.1247384,0.005217022,0.43317,0.0002848848,0.3865381,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251764,251764,4582,"T176",45824.5,4582,0.04292673,6.133845e-06,0.01642937,0.006821836,0.1279964,0.0007644638,0.805055,36.8,336.1,64.8,364.1,299.3,299.3,89615.9,2.06864,"LEFT",5.215643,42.8,316.4,97.3,370.7,273.4,273.6,75362.8,0.0002235354,0.4488787,3.2944e-05,0.01321115,0.5376537,"PR","BL",1,5759.5,191.95,NA,1,0.0183758,3.906413e-07,0.002684012,1.378339e-05,0.5073516,3.015722e-09,0.4715744,191.8389,"0:03:12.5",2,0.06968507,1.192558e-05,0.2580885,0.0818079,0.4374259,0.0001729521,0.1528077,191.8667,NA,3,0.03032858,6.406108e-06,0.0568684,0.0005825964,0.4171304,1.179778e-05,0.4950718,108.65,5759.5,"2018-07-17 17:28:07",63.5,NA,0.006771463,0.1268138,13,107.5,75.375,0.005987638,0.005995093,0.03946315,6.240775e-06,0.1058803,0.02746809,0.4539693,6.158431e-05,0.3731513,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Sad",1,"Emotion",1,"Neutral",0,"Emotion",1,"Sad",1,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251765,251765,4583,"T176",45834.5,4583,0.05761543,9.94901e-08,0.01290741,0.0004500674,0.1964746,0.0002651555,0.7322872,35.1,335.5,62,362.4,300.4,300.4,90264.2,1.9278,"CLOSED",4.848779,47.6,310.8,106.7,369.9,263.2,263.2,69517.6,0.9988635,8.272758e-10,3.080668e-07,7.084183e-06,0.001129145,"PR","BL",1,5789.5,193.0193,NA,1,0.01889646,6.1503e-07,0.00307552,1.203033e-05,0.4419574,5.652531e-09,0.536058,192.9958,"0:03:13.5",2,0.1369664,5.167658e-06,0.06272469,0.01849692,0.6370381,9.676176e-05,0.144672,193.4667,NA,3,0.01022905,4.496383e-06,0.9457202,0.005130285,0.03845048,0.0003569222,0.0001086006,109.65,5789.5,"2018-07-17 17:28:08",64.5,NA,0.006758348,0.1250526,13,108,75.345,0.005987638,0.005995093,0.05536396,3.426357e-06,0.3371735,0.007879744,0.372482,0.0001512299,0.2269462,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Afraid",1,"Emotion",1,"Sad",1,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251766,251766,4584,"T176",45844.5,4584,0.05989345,8.460805e-06,0.05809722,0.004215763,0.2950909,0.001231299,0.5814629,36.1,335.9,59.9,359.7,299.8,299.8,89896.4,NA,"CLOSED",5.717771,52.9,310.9,108,366,258,258,66564,2.034983e-09,7.579494e-05,9.067576e-07,0.9998668,5.651674e-05,"PR","BL",1,5819.5,193.875,"0:03:14.5",1,0.03802816,1.740761e-06,0.003497174,9.695586e-06,0.4542464,7.237101e-09,0.5042168,193.9833,"0:03:14.5",2,0.07653702,2.491385e-05,0.05385788,0.00311292,0.5267526,0.0004598659,0.3392548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.65,5819.5,"2018-07-17 17:28:09",65.5,NA,0.006743517,0.1260131,13,106,75.325,0.005987638,0.005995093,0.05728259,1.33273e-05,0.02867752,0.001561308,0.4904995,0.0002299366,0.4217358,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,NA,NA,NA,NA,"Sad",1,"Emotion",1,1,1,1,NA,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251767,251767,4585,"T176",45854.5,4585,0.03773111,0.0001209121,0.1129514,0.4873545,0.05164751,0.1930671,0.1171274,39.8,335.3,57.9,353.4,295.5,295.5,87344.7,NA,"CLOSED",3.946352,59.7,328.1,98.6,366.8,268.2,268.4,72409.2,0.032115,0.0778493,0.4797585,0.4092445,0.00103262,"PR","BL",1,5849.5,194.8333,"0:03:15.5",1,0.0666929,8.303925e-05,0.00611813,6.316307e-05,0.350038,4.296578e-08,0.5770047,194.9833,"0:03:15.5",2,0.01160242,1.092946e-08,0.0008405785,3.322158e-05,0.0725168,2.940069e-06,0.915004,195.4083,"0:03:15.5",3,0.0004418048,2.457879e-06,0.09469031,0.4562128,0.3557862,0.0001176776,0.09274876,111.65,5849.5,"2018-07-17 17:28:10",66.5,NA,0.006727282,0.1272939,13,105.5,75.355,0.005987638,0.005995093,0.02624571,2.850269e-05,0.03388301,0.152103,0.259447,4.022022e-05,0.5282525,"Happy",1,"Emotion",1,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Happy",1,"Emotion",1,"Neutral",0,"Neutral",0,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251768,251768,4586,"T176",45864.5,4586,0.05231375,0.0001721932,0.08268478,0.09622037,0.06657564,0.1147746,0.5872587,39.6,333.4,58.5,352.3,293.8,293.8,86326.2,NA,"CLOSED",4.979531,62.1,325.3,103.3,366.4,263.1,263.2,69486.6,0.0008154037,0.2948624,0.0213441,0.2127419,0.4702363,"PR","BL",1,5879.5,195.7111,NA,1,0.3220401,0.0001308928,0.01994556,6.319478e-06,0.4369963,3.124711e-08,0.2208808,195.9833,"0:03:16.5",2,0.04110324,2.085438e-08,0.004481005,4.476031e-05,0.06700039,3.813315e-07,0.8873702,195.95,NA,3,0.001831157,0.0006742279,0.227784,0.08127103,0.4266351,0.0008670811,0.2609374,112.65,5879.5,"2018-07-17 17:28:11",67.5,NA,0.00671001,0.1269737,13,106,75.425,0.005987638,0.005995093,0.1216582,0.0002683805,0.08407018,0.02710737,0.3102106,0.0002891646,0.4563961,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Emotion",1,1,1,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251769,251769,4587,"T176",45874.5,4587,0.02508903,3.92453e-05,0.01551397,0.01242957,0.1144385,0.001141221,0.8313484,45,340.9,55.4,351.3,295.9,295.9,87561.7,NA,"RIGHT",6.698334,79,337,108,366,258,258,66564,0.003045028,0.07777991,0.004457832,0.290752,0.6239652,"PR","BL",1,5909.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.9833,"0:03:17.5",2,0.06470816,1.031098e-07,0.02299997,6.385709e-05,0.2280886,1.634412e-07,0.6841392,197,"0:03:17.5",3,0.001249809,1.932503e-07,0.001975372,0.05520389,0.210861,9.633545e-06,0.7307001,113.65,5909.5,"2018-07-17 17:28:12",68.5,NA,0.006692111,0.125693,13,102.5,75.5,0.005987638,0.005995093,0.03297898,1.481801e-07,0.01248767,0.02763387,0.2194748,4.898493e-06,0.7074196,"Neutral",0,"Neutral",0,NA,NA,NA,NA,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,"Neutral",0,1,NA,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251770,251770,4588,"T176",45884.5,4588,0.008556202,3.614803e-06,0.005477345,0.0214234,0.03307689,0.0008796628,0.9305829,46.2,341.3,47.6,342.7,295.1,295.1,87092.5,0,"CLOSED",6.845755,79,337,96.4,354.4,258,258,66564,0.01309476,0.8332578,0.02421826,0.06076293,0.0686662,"PR","BL",1,5939.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.9833,"0:03:18.5",2,0.16538,2.804617e-08,0.004873817,2.046677e-05,0.1651769,4.65869e-08,0.6645488,197.9833,"0:03:18.5",3,0.0005824768,5.222927e-09,0.004594957,0.0301529,0.5609078,3.695813e-06,0.4037581,114.65,5939.5,"2018-07-17 17:28:13",69.5,NA,0.006673971,0.1268136,13,98.5,75.55,0.005987638,0.005995093,0.08298124,1.663455e-08,0.004734387,0.01508668,0.3630423,1.8712e-06,0.5341535,"Neutral",0,"Neutral",0,NA,NA,NA,NA,"Neutral",0,"Neutral",0,"Sad",1,"Emotion",1,"Neutral",0,"Neutral",0,1,NA,1,1,1,269.1,18,2,1,1,1,NA,7,39,35,37,12,39,36,9,14,5,2,5,7,6,2,442,442,4,0.002262443,0.002262443,0.002262443,0.04072398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
